"county","tract","ua","cntyname","uaname","LandSQMI","afact"
"06061","0231.00","77068","Placer CA","Sacramento, CA Urbanized Area",1.664,1
"06061","0232.00"," ","Placer CA"," ",4.056,0.813
"06061","0232.00","77068","Placer CA","Sacramento, CA Urbanized Area",0.934,0.187
"06061","0233.00","77068","Placer CA","Sacramento, CA Urbanized Area",2.061,1
"06061","0234.00"," ","Placer CA"," ",5.548,0.843
"06061","0234.00","77068","Placer CA","Sacramento, CA Urbanized Area",1.036,0.157
"06061","0235.00"," ","Placer CA"," ",1.997,0.393
"06061","0235.00","77068","Placer CA","Sacramento, CA Urbanized Area",3.087,0.607
"06061","0236.00","77068","Placer CA","Sacramento, CA Urbanized Area",1.732,1
"06061","0237.00","77068","Placer CA","Sacramento, CA Urbanized Area",1.936,1
"06061","0238.00","77068","Placer CA","Sacramento, CA Urbanized Area",2.956,1
"06061","0239.00","77068","Placer CA","Sacramento, CA Urbanized Area",1.608,1
"06063","0001.00"," ","Plumas CA"," ",54.684,0.961
"06063","0001.00","25813","Plumas CA","East Quincy, CA Urban Cluster",2.233,0.039
"06063","0002.01"," ","Plumas CA"," ",130.719,1
"06063","0002.02"," ","Plumas CA"," ",580.186,1
"06063","0003.00"," ","Plumas CA"," ",652.354,0.998
"06063","0003.00","71398","Plumas CA","Portola, CA Urban Cluster",1.446,0.002
"06063","0004.00"," ","Plumas CA"," ",703.709,1
"06063","0005.01"," ","Plumas CA"," ",127.618,1
"06063","0005.02"," ","Plumas CA"," ",300.093,1
"06065","0301.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.195,1
"06065","0301.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.384,1
"06065","0301.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.269,1
"06065","0302.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.973,1
"06065","0303.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.957,1
"06065","0304.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.057,1
"06065","0305.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.726,1
"06065","0305.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.739,1
"06065","0305.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.215,1
"06065","0306.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",5.327,1
"06065","0306.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.272,1
"06065","0306.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.375,1
"06065","0307.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.95,1
"06065","0308.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.719,1
"06065","0309.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.379,1
"06065","0310.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.766,1
"06065","0310.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.474,1
"06065","0311.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.119,1
"06065","0312.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.492,1
"06065","0313.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.892,1
"06065","0314.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.874,1
"06065","0314.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.87,1
"06065","0315.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.012,1
"06065","0315.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.994,1
"06065","0316.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.748,1
"06065","0316.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.672,1
"06065","0317.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",6.184,1
"06065","0317.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.642,1
"06065","0317.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.871,1
"06065","0317.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.008,1
"06065","0401.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",4.896,1
"06065","0401.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.824,1
"06065","0402.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.012,1
"06065","0402.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.595,1
"06065","0402.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.362,1
"06065","0402.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.532,1
"06065","0403.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.297,1
"06065","0403.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.228,1
"06065","0403.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.169,1
"06065","0404.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.875,1
"06065","0404.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.907,1
"06065","0404.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.027,1
"06065","0404.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.28,1
"06065","0405.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.976,1
"06065","0405.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.468,1
"06065","0405.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.487,1
"06065","0406.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.145,1
"06065","0406.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.46,1
"06065","0406.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.856,1
"06065","0406.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.008,1
"06065","0406.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",8.243,1
"06065","0406.09"," ","Riverside CA"," ",6.144,0.698
"06065","0406.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.662,0.302
"06065","0406.11","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.994,1
"06065","0406.13","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.621,1
"06065","0406.15","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.323,1
"06065","0406.16","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.266,1
"06065","0407.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.357,1
"06065","0407.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.204,1
"06065","0407.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.629,1
"06065","0408.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.04,1
"06065","0408.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.778,1
"06065","0408.08","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.692,1
"06065","0408.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.923,1
"06065","0408.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.323,1
"06065","0408.13","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",4.842,1
"06065","0408.14","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.42,1
"06065","0408.15","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.489,1
"06065","0408.16","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.691,1
"06065","0408.21","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.667,1
"06065","0409.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.812,1
"06065","0409.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.943,1
"06065","0409.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.33,1
"06065","0409.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.483,1
"06065","0410.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.189,1
"06065","0410.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.395,1
"06065","0410.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.713,1
"06065","0410.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.779,1
"06065","0411.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.609,1
"06065","0411.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.949,1
"06065","0412.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.998,1
"06065","0412.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.481,1
"06065","0412.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.332,1
"06065","0413.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.819,1
"06065","0413.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.574,1
"06065","0414.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.883,1
"06065","0414.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.527,1
"06065","0414.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.689,1
"06065","0414.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.726,1
"06065","0414.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.623,1
"06065","0414.08","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.549,1
"06065","0414.09"," ","Riverside CA"," ",7.519,0.461
"06065","0414.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",8.777,0.539
"06065","0414.10","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.754,1
"06065","0414.11","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.342,1
"06065","0414.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.827,1
"06065","0415.00"," ","Riverside CA"," ",2.249,0.418
"06065","0415.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.137,0.582
"06065","0416.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.267,1
"06065","0417.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.588,1
"06065","0417.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.376,1
"06065","0417.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.354,1
"06065","0418.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.166,1
"06065","0418.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.932,1
"06065","0418.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.639,1
"06065","0418.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.616,1
"06065","0418.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.39,1
"06065","0418.08","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.208,1
"06065","0418.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.048,1
"06065","0418.10","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.367,1
"06065","0418.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.503,1
"06065","0418.13","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.69,1
"06065","0419.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.447,1
"06065","0419.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.311,1
"06065","0419.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.55,1
"06065","0419.09"," ","Riverside CA"," ",0.622,0.186
"06065","0419.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.727,0.814
"06065","0419.10"," ","Riverside CA"," ",0.906,0.21
"06065","0419.10","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.406,0.79
"06065","0419.11"," ","Riverside CA"," ",22.519,0.83
"06065","0419.11","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",4.607,0.17
"06065","0419.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.692,1
"06065","0419.13","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.489,1
"06065","0420.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",4.457,1
"06065","0420.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.173,1
"06065","0420.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.799,1
"06065","0420.07"," ","Riverside CA"," ",50.818,0.983
"06065","0420.07","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.182,0.004
"06065","0420.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.679,0.013
"06065","0420.08"," ","Riverside CA"," ",11.314,0.668
"06065","0420.08","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",5.613,0.332
"06065","0420.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",4.567,1
"06065","0420.10"," ","Riverside CA"," ",1.455,0.345
"06065","0420.10","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.757,0.655
"06065","0420.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.038,1
"06065","0420.13","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.148,1
"06065","0420.14","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.5,1
"06065","0422.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.09,1
"06065","0422.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.958,1
"06065","0422.08","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.743,1
"06065","0422.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.149,1
"06065","0422.10","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.52,1
"06065","0422.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.48,1
"06065","0422.13","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.109,1
"06065","0422.14"," ","Riverside CA"," ",8.189,0.79
"06065","0422.14","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.181,0.21
"06065","0422.17","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.944,1
"06065","0423.00"," ","Riverside CA"," ",1.649,0.426
"06065","0423.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.224,0.574
"06065","0424.01"," ","Riverside CA"," ",7.105,0.872
"06065","0424.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.047,0.128
"06065","0424.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.145,1
"06065","0424.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.762,1
"06065","0424.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.393,1
"06065","0424.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.39,1
"06065","0424.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.38,1
"06065","0424.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.5,1
"06065","0424.08","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.523,1
"06065","0424.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.601,1
"06065","0424.10","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.868,1
"06065","0424.11","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.517,1
"06065","0424.12"," ","Riverside CA"," ",17.299,0.874
"06065","0424.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.488,0.126
"06065","0425.05","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.391,1
"06065","0425.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.182,1
"06065","0425.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.999,1
"06065","0425.08","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.493,1
"06065","0425.09","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.5,1
"06065","0425.10","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.493,1
"06065","0425.11","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.623,1
"06065","0425.12","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.619,1
"06065","0425.13","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.446,1
"06065","0425.14","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.379,1
"06065","0425.15","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.523,1
"06065","0425.16","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.376,1
"06065","0425.17","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.363,1
"06065","0425.18","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.386,1
"06065","0425.19","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.368,1
"06065","0425.20","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.574,1
"06065","0425.21","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.625,1
"06065","0426.17","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.896,1
"06065","0426.18","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.314,1
"06065","0426.19","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.098,1
"06065","0426.20"," ","Riverside CA"," ",9.146,0.67
"06065","0426.20","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",4.496,0.33
"06065","0426.21","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.014,1
"06065","0426.22","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.928,1
"06065","0426.23"," ","Riverside CA"," ",13.822,0.96
"06065","0426.23","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.581,0.04
"06065","0426.24"," ","Riverside CA"," ",18.061,0.937
"06065","0426.24","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.218,0.063
"06065","0427.06","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.784,1
"06065","0427.08","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.011,1
"06065","0427.09","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.184,1
"06065","0427.11","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.775,1
"06065","0427.14","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.865,1
"06065","0427.15"," ","Riverside CA"," ",4.906,0.525
"06065","0427.15","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",4.434,0.475
"06065","0427.16","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.039,1
"06065","0427.17","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.497,1
"06065","0427.19"," ","Riverside CA"," ",7.691,0.731
"06065","0427.19","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.696,0.256
"06065","0427.19","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",0.135,0.013
"06065","0427.20"," ","Riverside CA"," ",11.241,0.816
"06065","0427.20","38215","Riverside CA","Hemet, CA Urbanized Area",1.447,0.105
"06065","0427.20","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.09,0.079
"06065","0427.23"," ","Riverside CA"," ",11.116,0.815
"06065","0427.23","38215","Riverside CA","Hemet, CA Urbanized Area",2.523,0.185
"06065","0427.24","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.718,1
"06065","0427.26"," ","Riverside CA"," ",4.129,0.641
"06065","0427.26","38215","Riverside CA","Hemet, CA Urbanized Area",0.591,0.092
"06065","0427.26","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.719,0.267
"06065","0427.28"," ","Riverside CA"," ",0.021,0.006
"06065","0427.28","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",3.444,0.994
"06065","0427.29","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",3.587,1
"06065","0427.30"," ","Riverside CA"," ",2.337,0.359
"06065","0427.30","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",4.175,0.641
"06065","0427.31"," ","Riverside CA"," ",5.766,0.726
"06065","0427.31","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.176,0.274
"06065","0427.32"," ","Riverside CA"," ",0.14,0.045
"06065","0427.32","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.992,0.955
"06065","0427.33"," ","Riverside CA"," ",0.829,0.132
"06065","0427.33","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",5.464,0.868
"06065","0427.37"," ","Riverside CA"," ",26.967,0.971
"06065","0427.37","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.815,0.029
"06065","0427.38","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.947,1
"06065","0427.39"," ","Riverside CA"," ",1.988,0.517
"06065","0427.39","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.859,0.483
"06065","0427.40","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.489,1
"06065","0427.41","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.697,1
"06065","0427.42","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.025,1
"06065","0427.43"," ","Riverside CA"," ",3.124,0.771
"06065","0427.43","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.926,0.229
"06065","0427.44"," ","Riverside CA"," ",12.503,0.884
"06065","0427.44","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.639,0.116
"06065","0427.45"," ","Riverside CA"," ",12.997,0.881
"06065","0427.45","38215","Riverside CA","Hemet, CA Urbanized Area",1.763,0.119
"06065","0428.00","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.107,1
"06065","0429.01"," ","Riverside CA"," ",6.643,0.612
"06065","0429.01","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.813,0.075
"06065","0429.01","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.391,0.313
"06065","0429.02"," ","Riverside CA"," ",13.521,0.807
"06065","0429.02","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.866,0.111
"06065","0429.02","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",1.37,0.082
"06065","0429.03"," ","Riverside CA"," ",14.177,0.822
"06065","0429.03","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",3.06,0.178
"06065","0429.04"," ","Riverside CA"," ",2.977,0.324
"06065","0429.04","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",6.213,0.676
"06065","0430.01"," ","Riverside CA"," ",3.893,0.716
"06065","0430.01","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.541,0.284
"06065","0430.03","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.675,1
"06065","0430.05"," ","Riverside CA"," ",4.096,0.719
"06065","0430.05","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.597,0.281
"06065","0430.06","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.823,1
"06065","0430.07"," ","Riverside CA"," ",4.007,0.625
"06065","0430.07","75340","Riverside CA","Riverside--San Bernardino, CA Urbanized Area",2.4,0.375
"06065","0430.08"," ","Riverside CA"," ",10.308,0.881
"06065","0430.08","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.39,0.119
"06065","0430.09","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.611,1
"06065","0430.10","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.934,1
"06065","0432.06","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.973,1
"06065","0432.11","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.989,1
"06065","0432.16","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.977,1
"06065","0432.17","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.263,1
"06065","0432.18","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.924,1
"06065","0432.20","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.689,1
"06065","0432.22","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",3.371,1
"06065","0432.27","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.736,1
"06065","0432.28","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.616,1
"06065","0432.29","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.106,1
"06065","0432.35"," ","Riverside CA"," ",4.679,0.821
"06065","0432.35","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.02,0.179
"06065","0432.39"," ","Riverside CA"," ",104.291,1
"06065","0432.39","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.014,0
"06065","0432.40","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.743,1
"06065","0432.42","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",2.404,1
"06065","0432.44","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.827,1
"06065","0432.46"," ","Riverside CA"," ",3.539,0.707
"06065","0432.46","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.465,0.293
"06065","0432.47"," ","Riverside CA"," ",11.061,0.719
"06065","0432.47","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",4.318,0.281
"06065","0432.48","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.813,1
"06065","0432.50","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.485,1
"06065","0432.52","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.732,1
"06065","0432.54"," ","Riverside CA"," ",19.498,0.956
"06065","0432.54","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.891,0.044
"06065","0432.56","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",0.744,1
"06065","0432.57"," ","Riverside CA"," ",33.951,0.945
"06065","0432.57","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.967,0.055
"06065","0432.62","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.368,1
"06065","0432.64","60799","Riverside CA","Murrieta--Temecula--Menifee, CA Urbanized Area",1.035,1
